"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Group__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Route__c","nFORCE__lookupKey__c","nPortal__Is_Portal_Enabled__c","nFORCE__Orchestration_Step__c","nPortal__OA_Auto_Decision_Required__c","nPortal__OA_Business_Credit_Pull_Required__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Question_Group__c","nFORCE__Visibility_Criteria__c","Route_App_Name__c","Route_Screen__c","nFORCE__Conditional_Display_Criteria__c","nPortal__OA_Credit_Pull_Required__c","nFORCE__Primary_Button_Text__c"
"a2D5f000000p0vxEAA","0055f000004XdsRAAS","","16920","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","8010.0","a2E5f000000y1mWEAQ","a2E5f000000y1kuEAA","66101585604343629","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0vyEAA","0055f000004XdsRAAS","","16921","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","8020.0","a2E5f000000y1mWEAQ","a2E5f000000y1ktEAA","31451585604343629","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0vzEAA","0055f000004XdsRAAS","","16926","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9000050.0","","a2E5f000000y1l5EAA","56211585604343629","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0w0EAA","0055f000004XdsRAAS","","16965","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","1040.0","a2E5f000000y1oiEAA","a2E5f000000y1l2EAA","a2D5f000000p0w0EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0w1EAA","0055f000004XdsRAAS","","16966","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","1040.0","a2E5f000000y1oiEAA","a2E5f000000y1l2EAA","a2D5f000000p0w1EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0w2EAA","0055f000004XdsRAAS","","16967","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","1040.0","a2E5f000000y1oiEAA","a2E5f000000y1l2EAA","a2D5f000000p0w2EAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0w3EAA","0055f000004XdsRAAS","","16968","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","1040.0","a2E5f000000y1oDEAQ","a2E5f000000y1l2EAA","a2D5f000000p0w3EAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0w4EAA","0055f000004XdsRAAS","","16969","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","1040.0","a2E5f000000y1oiEAA","a2E5f000000y1l2EAA","a2D5f000000p0w4EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0w5EAA","0055f000004XdsRAAS","","16970","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","1030.0","a2E5f000000y1oiEAA","a2E5f000000y1l1EAA","21261585604343629","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0w6EAA","0055f000004XdsRAAS","","16973","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","3000.0","","a2E5f000000y1l3EAA","a2D5f000000p0w6EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0w7EAA","0055f000004XdsRAAS","","16974","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","3010.0","a2E5f000000y1l3EAA","a2E5f000000y1l3EAA","a2D5f000000p0w7EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0w8EAA","0055f000004XdsRAAS","","16977","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","6000.0","","a2E5f000000y1lAEAQ","a2D5f000000p0w8EAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0w9EAA","0055f000004XdsRAAS","","16978","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","6010.0","a2E5f000000y1lAEAQ","a2E5f000000y1lBEAQ","a2D5f000000p0w9EAA","false","","false","false","false","true","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0wAEAQ","0055f000004XdsRAAS","","16980","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","6030.0","a2E5f000000y1lAEAQ","a2E5f000000y1lCEAQ","a2D5f000000p0wAEAQ","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0wBEAQ","0055f000004XdsRAAS","","16981","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","7000.0","","a2E5f000000y1l4EAA","a2D5f000000p0wBEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0wCEAQ","0055f000004XdsRAAS","","16982","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","7010.0","a2E5f000000y1l4EAA","a2E5f000000y1l4EAA","a2D5f000000p0wCEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0wDEAQ","0055f000004XdsRAAS","","16997","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","7000.0","","a2E5f000000y1l4EAA","a2D5f000000p0wDEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0wEEAQ","0055f000004XdsRAAS","","16998","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","7010.0","a2E5f000000y1l4EAA","a2E5f000000y1l4EAA","a2D5f000000p0wEEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xFEAQ","0055f000004XdsRAAS","","0046","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9500020.0","a2E5f000000y1orEAA","a2E5f000000y1oPEAQ","92941585604343629","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0xGEAQ","0055f000004XdsRAAS","","0051","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","11010.0","a2E5f000000y1n2EAA","a2E5f000000y1n2EAA","41701585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xHEAQ","0055f000004XdsRAAS","","0055","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","11000.0","","a2E5f000000y1n2EAA","12281585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xIEAQ","0055f000004XdsRAAS","","0064","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","1050.0","a2E5f000000y1oiEAA","a2E5f000000y1oWEAQ","a2D5f000000p0xIEAQ","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0xJEAQ","0055f000004XdsRAAS","","0068","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9500070.0","","a2E5f000000y1mvEAA","04231585604343630","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0xKEAQ","0055f000004XdsRAAS","","0074","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","1090.0","a2E5f000000y1oiEAA","a2E5f000000y1oXEAQ","56131585604343630","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0xLEAQ","0055f000004XdsRAAS","","0079","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","10.0","a2E5f000000y1orEAA","a2E5f000000y1orEAA","09481585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xMEAQ","0055f000004XdsRAAS","","0084","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","0.0","","a2E5f000000y1orEAA","52671585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xNEAQ","0055f000004XdsRAAS","","0105","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9500000.0","","a2E5f000000y1oQEAQ","02541585604343630","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0xOEAQ","0055f000004XdsRAAS","","0109","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","4010.0","a2E5f000000y1n3EAA","a2E5f000000y1n3EAA","95821585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xPEAQ","0055f000004XdsRAAS","","0115","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","4000.0","","a2E5f000000y1n3EAA","13911585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xQEAQ","0055f000004XdsRAAS","","0137","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9500010.0","","a2E5f000000y1oREAQ","79751585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xREAQ","0055f000004XdsRAAS","","0144","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","10010.0","a2E5f000000y1obEAA","a2E5f000000y1obEAA","42641585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xSEAQ","0055f000004XdsRAAS","","0147","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","10000.0","","a2E5f000000y1obEAA","46261585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xTEAQ","0055f000004XdsRAAS","","0150","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","8000010.0","a2E5f000000y1oZEAQ","a2E5f000000y1oZEAQ","13541585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xUEAQ","0055f000004XdsRAAS","","0153","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","8000000.0","","a2E5f000000y1oZEAQ","65331585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xVEAQ","0055f000004XdsRAAS","","0156","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9000040.0","","a2E5f000000y1oJEAQ","16941585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xWEAQ","0055f000004XdsRAAS","","0165","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9500080.0","","a2E5f000000y1oSEAQ","43831585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xXEAQ","0055f000004XdsRAAS","","0169","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9500050.0","","a2E5f000000y1mxEAA","86591585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xYEAQ","0055f000004XdsRAAS","","0178","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9000010.0","","a2E5f000000y1opEAA","27841585604343630","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xZEAQ","0055f000004XdsRAAS","","0192","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","6010.0","a2E5f000000y1n6EAA","a2E5f000000y1n6EAA","80121585604343630","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0xaEAA","0055f000004XdsRAAS","","0195","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","6000.0","","a2E5f000000y1n6EAA","34981585604343631","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p0xbEAA","0055f000004XdsRAAS","","0203","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9500040.0","","a2E5f000000y1oTEAQ","94261585604343631","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xcEAA","0055f000004XdsRAAS","","0210","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","9000000.0","a2E5f000000y1ocEAA","a2E5f000000y1n7EAA","84961585604343631","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0xdEAA","0055f000004XdsRAAS","","0221","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDVEA0","false","8500020.0","a2E5f000000y1ogEAA","a2E5f000000y1ohEAA","59811585604343631","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0yUEAQ","0055f000004XdsRAAS","","17370","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDGEA0","false","10.0","a2E5f000000y1gREAQ","a2E5f000000y1mREAQ","a2D5f000000p0yUEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0yVEAQ","0055f000004XdsRAAS","","17371","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDGEA0","false","0.0","a2E5f000000y1gREAQ","a2E5f000000y1gPEAQ","a2D5f000000p0yVEAQ","false","","false","false","false","true","false","","","","","","false",""
"a2D5f000000p0yWEAQ","0055f000004XdsRAAS","","17375","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDGEA0","false","40.0","a2E5f000000y1gREAQ","a2E5f000000y1gQEAQ","a2D5f000000p0yWEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0yXEAQ","0055f000004XdsRAAS","","17376","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","4030.0","a2E5f000000y1gSEAQ","a2E5f000000y1oYEAQ","a2D5f000000p0yXEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0yYEAQ","0055f000005hWS2AAM","","17366","2021-11-10T13:29:22.000Z","0055f000005hWS2AAM","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDeEAK","false","5.0","a2E5f000000y1mLEAQ","a2E5f000000y1gZEAQ","a2D5f000000p0yYEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p0yZEAQ","0055f000004XdsRAAS","","17999","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","1.000002E7","","a2E5f000000y1gcEAA","a2D5f000000p0yZEAQ","false","","false","false","false","false","false","","","","","","false",""
